"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p","Empirical_p"
"SEQ28246","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","7","6","1","0.125","0.125","0.59375"
"SEQ29114","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","8","7","1","0.0703125","0.0703125","0.3125"
"SEQ31404","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","0.9375"
"SEQ31770","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","6","5","1","0.21875000000000003","0.21875000000000003","0.84375"
"SEQ4241","","","130","63","9","2","93.5251798561151","3.076923076923077","0.4585537918871252","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.96875"
"SEQ8154","","","130","63","9","2","93.5251798561151","3.076923076923077","0.4585537918871252","0.5081634196468414","1.0","0.7112853468553816","6","2","4","0.6875000000000002","0.6875000000000002","0.875"
"SEQ12823","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","0.96875"
"SEQ13466","","","130","63","9","2","93.5251798561151","3.076923076923077","0.4585537918871252","0.5081634196468414","1.0","0.7112853468553816","3","1","3","0.25","1.0","0.65625"
"SEQ16371","","","130","63","9","2","93.5251798561151","3.076923076923077","0.4585537918871252","0.5081634196468414","1.0","0.7112853468553816","10","2","8","0.10937500000000003","0.10937500000000003","0.40625"
"SEQ17659","","","130","63","9","2","93.5251798561151","3.076923076923077","0.4585537918871252","0.5081634196468414","1.0","0.7112853468553816","10","2","8","0.10937500000000003","0.10937500000000003","0.4375"
"SEQ22543","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.5625"
"SEQ22590","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.75"
"SEQ22601","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.625"
"SEQ22611","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.6875"
"SEQ22623","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.75"
"SEQ22628","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.625"
"SEQ22665","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.8125"
"SEQ23210","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.40625"
"SEQ23235","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.5625"
"SEQ23655","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","0.96875"
"SEQ23805","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","1.0"
"SEQ24087","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","0.96875"
"SEQ24225","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","1.0"
"SEQ24496","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","0.96875"
"SEQ24543","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","0.96875"
"SEQ24870","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","1.0"
"SEQ24924","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","0.96875"
"SEQ24938","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","2","2","2","0.5","0.5","0.90625"
"SEQ25855","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.8125"
"SEQ25877","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.6875"
"SEQ25884","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.71875"
"SEQ25897","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.65625"
"SEQ26359","","","9","2","130","63","6.474820143884892","96.92307692307692","2.1807692307692306","0.5081634196468414","1.0","0.7112853468553816","3","1","2","1.0","1.0","0.75"
"SEQ15808","","","44","17","95","48","31.654676258992804","73.84615384615385","1.3077399380804953","0.5120877190378346","1.0","0.7112853468553816","3","2","2","1.0","1.0","0.96875"
"SEQ2479","","","96","48","43","17","69.06474820143885","26.153846153846157","0.7906976744186046","0.5142477079987205","1.0","0.7112853468553816","9","4","6","0.5078125","1.0","0.625"
"SEQ31489","","","96","48","43","17","69.06474820143885","26.153846153846157","0.7906976744186046","0.5142477079987205","1.0","0.7112853468553816","9","4","6","0.5078125","1.0","0.71875"
"SEQ27270","","","17","10","122","55","12.23021582733813","84.61538461538461","0.7663934426229508","0.515855704865359","1.0","0.7112853468553816","18","12","6","0.23788452148437486","0.23788452148437486","0.8125"
"SEQ28291","","","17","10","122","55","12.23021582733813","84.61538461538461","0.7663934426229508","0.515855704865359","1.0","0.7112853468553816","18","12","6","0.23788452148437486","0.23788452148437486","0.90625"
"SEQ28297","","","17","10","122","55","12.23021582733813","84.61538461538461","0.7663934426229508","0.515855704865359","1.0","0.7112853468553816","18","12","6","0.23788452148437486","0.23788452148437486","0.84375"
"SEQ21850","","","93","47","46","18","66.90647482014388","27.692307692307693","0.7742830712303422","0.5179710428125609","1.0","0.7112853468553816","9","5","6","0.5078125","1.0","0.78125"
"SEQ25088","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.875"
"SEQ25121","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ25464","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.8125"
"SEQ25691","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.84375"
"SEQ25857","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.96875"
"SEQ25876","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.96875"
"SEQ25909","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.84375"
"SEQ25928","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ25937","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.875"
"SEQ26105","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.875"
"SEQ26124","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.8125"
"SEQ26257","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.90625"
"SEQ26434","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.96875"
"SEQ26448","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.90625"
"SEQ26462","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.84375"
"SEQ5659","","","121","54","18","11","87.05035971223022","16.923076923076923","1.3693415637860082","0.5194374760142","1.0","0.7112853468553816","3","2","3","0.25","1.0","0.65625"
"SEQ26566","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ23211","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ26604","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ23993","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ26609","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.90625"
"SEQ24064","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.875"
"SEQ26655","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.90625"
"SEQ24139","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ26666","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ24197","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.90625"
"SEQ26676","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.84375"
"SEQ24233","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.96875"
"SEQ26725","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.96875"
"SEQ24374","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ26761","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.875"
"SEQ24432","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","1.0"
"SEQ26970","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.8125"
"SEQ24499","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.84375"
"SEQ31612","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","4","3","2","0.625","1.0","1.0"
"SEQ24585","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.875"
"SEQ31677","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.90625"
"SEQ24672","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","4","3","2","0.625","1.0","0.96875"
"SEQ31775","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ24703","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.96875"
"SEQ24836","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.90625"
"SEQ24861","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ24878","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.84375"
"SEQ24884","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.96875"
"SEQ24907","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.9375"
"SEQ24928","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.96875"
"SEQ24933","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.90625"
"SEQ24961","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.875"
"SEQ24977","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.8125"
"SEQ24995","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.90625"
"SEQ25028","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.8125"
"SEQ25067","","","18","11","121","54","12.949640287769784","83.07692307692308","0.7302779864763336","0.5194374760142","1.0","0.7112853468553816","3","3","2","0.25","1.0","0.875"
"SEQ2510","","","94","47","45","18","67.62589928057554","27.692307692307693","0.8","0.5207526862835169","1.0","0.7112853468553816","11","4","8","0.22656250000000003","0.548828125","0.40625"
"SEQ7630","","","94","47","45","18","67.62589928057554","27.692307692307693","0.8","0.5207526862835169","1.0","0.7112853468553816","2","2","1","0.5","1.0","1.0"
"SEQ7926","","","94","47","45","18","67.62589928057554","27.692307692307693","0.8","0.5207526862835169","1.0","0.7112853468553816","2","2","1","0.5","1.0","1.0"
"SEQ8175","","","94","47","45","18","67.62589928057554","27.692307692307693","0.8","0.5207526862835169","1.0","0.7112853468553816","2","2","1","0.5","1.0","1.0"
"SEQ16785","","","45","18","94","47","32.37410071942446","72.3076923076923","1.25","0.5207526862835169","1.0","0.7112853468553816","2","1","2","0.5","1.0","1.0"
"SEQ16865","","","45","18","94","47","32.37410071942446","72.3076923076923","1.25","0.5207526862835169","1.0","0.7112853468553816","2","1","2","0.5","1.0","1.0"
"SEQ16923","","","45","18","94","47","32.37410071942446","72.3076923076923","1.25","0.5207526862835169","1.0","0.7112853468553816","2","1","2","0.5","1.0","1.0"
"SEQ18849","","","94","47","45","18","67.62589928057554","27.692307692307693","0.8","0.5207526862835169","1.0","0.7112853468553816","2","2","1","0.5","1.0","1.0"
"SEQ21472","","","45","18","94","47","32.37410071942446","72.3076923076923","1.25","0.5207526862835169","1.0","0.7112853468553816","17","11","8","0.33230590820312506","0.9999999999999998","0.3125"
"SEQ2813","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ8013","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ13261","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","0.96875"
"SEQ17274","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ28314","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","8","4","4","1.0","1.0","1.0"
"SEQ3760","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ8099","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ13325","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ17290","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ28424","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","7","5","3","0.4531249999999996","0.9999999999999998","0.78125"
"SEQ4624","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ8159","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ13349","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ17336","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ28960","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","8","5","3","0.7265625000000002","0.7265625000000002","0.96875"
"SEQ4773","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","0.96875"
"SEQ8286","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ13431","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ17409","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ28962","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","8","5","4","0.7265625000000002","1.0","0.75"
"SEQ4827","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ8381","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ13635","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","0.96875"
"SEQ17479","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ28982","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","9","5","4","1.0","1.0","0.96875"
"SEQ4911","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ8452","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ13813","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ17581","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ31353","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ5040","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ8636","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ13839","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ17641","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","0.96875"
"SEQ31786","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ5114","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ8698","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ13934","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ17667","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ31993","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","8","5","3","0.7265625000000002","0.7265625000000002","0.96875"
"SEQ5196","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ8834","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ13991","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","0.96875"
"SEQ17710","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ32094","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","8","5","3","0.7265625000000002","0.7265625000000002","0.8125"
"SEQ5303","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ8918","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ14055","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ17744","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","0.96875"
"SEQ5319","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ9289","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ14125","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ17802","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","0.96875"
"SEQ5384","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ9463","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ14176","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ17828","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ5447","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ9514","","","7","5","132","60","5.0359712230215825","92.3076923076923","0.6363636363636364","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
"SEQ14230","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","0.96875"
"SEQ17911","","","132","60","7","5","94.96402877697841","7.6923076923076925","1.5714285714285714","0.526081688846783","1.0","0.7112853468553816","1","1","1","1.0","1.0","1.0"
